"","game","subject","first_level_losses","total_losses","first_level_steps","total_steps"
"1785","avoidgeorge_4","B1W2Tc2aQ",4,17,107,859
"1786","avoidgeorge_4","B1-XE32pQ",11,11,467,467
"1787","avoidgeorge_4","HkYvpi3aQ",4,4,62,62
"1788","avoidgeorge_4","rJ-tZi36X",12,12,502,502
"1789","avoidgeorge_4","ryfqp5hpQ",8,20,299,1679
"1790","avoidgeorge_4","BJoZa53pQ",3,19,155,688
"1791","portals_1","rkk7503TX",5,5,309,309
"1792","portals_1","SkwpS1a67",3,7,100,440
"1793","portals_1","rJ9lZAnaX",4,7,135,184
"1794","portals_1","SJEBulapX",10,10,444,444
"1795","portals_1","Ski6bAhTm",1,22,63,874
"1796","portals_1","ry4hg0ham",5,6,341,380
"1797","portals_1","ryqW9-TT7",0,0,25,25
"1798","portals_1","Sk9eTyppm",5,10,262,410
"1799","portals_1","H1ise026Q",3,9,85,309
"1800","portals_1","H16ViA2pQ",2,2,187,187
"1801","portals_1","BkrUEAn6m",6,12,362,635
"1802","portals_1","BJbz_R2pQ",1,28,45,434
"1803","portals_1","Sybve1pam",6,6,295,295
"1804","portals_1","rJz7bR3pm",6,15,213,375
"1805","portals_1","B1fKAJa6X",3,8,136,382
"1806","portals_1","HypmClpa7",1,11,73,218
"1807","portals_1","Bki6oC2aQ",5,5,546,546
"1808","portals_1","SkdE1k6p7",7,7,290,290
"1809","portals_1","HyCf-02T7",2,17,88,511
"1810","portals_1","rylrAG6aX",9,9,342,342
"1811","portals_1","HkFHm1TpQ",1,5,69,434
"1812","plaqueattack_3","rkk7503TX",9,9,183,183
"1813","plaqueattack_3","SkwpS1a67",6,15,324,669
"1814","plaqueattack_3","rJ9lZAnaX",13,13,140,140
"1815","plaqueattack_3","SJEBulapX",17,17,399,399
"1816","plaqueattack_3","Ski6bAhTm",16,25,862,1703
"1817","plaqueattack_3","ry4hg0ham",4,5,536,563
"1818","plaqueattack_3","ryqW9-TT7",5,5,30,30
"1819","plaqueattack_3","Sk9eTyppm",2,15,72,365
"1820","plaqueattack_3","H1ise026Q",5,12,189,364
"1821","plaqueattack_3","BkrUEAn6m",2,16,82,379
"1822","plaqueattack_3","BJbz_R2pQ",3,18,50,292
"1823","plaqueattack_3","Sybve1pam",12,14,419,489
"1824","plaqueattack_3","rJz7bR3pm",5,17,192,542
"1825","plaqueattack_3","B1fKAJa6X",1,16,60,598
"1826","plaqueattack_3","HypmClpa7",13,13,471,471
"1827","plaqueattack_3","Bki6oC2aQ",10,24,104,446
"1828","plaqueattack_3","SkdE1k6p7",5,11,92,134
"1829","plaqueattack_3","ByGksA2a7",4,4,65,65
"1830","plaqueattack_3","HyCf-02T7",3,11,441,1208
"1831","plaqueattack_3","rylrAG6aX",4,7,372,1642
"1832","plaqueattack_3","HkFHm1TpQ",2,19,292,2079
"1833","butterflies_2","rkk7503TX",4,4,256,829
"1834","butterflies_2","SkwpS1a67",1,2,272,738
"1835","butterflies_2","rJ9lZAnaX",3,5,243,844
"1836","butterflies_2","SJEBulapX",6,6,767,767
"1837","butterflies_2","Ski6bAhTm",11,11,677,1013
"1838","butterflies_2","ry4hg0ham",4,4,553,1069
"1839","butterflies_2","ryqW9-TT7",2,2,254,650
"1840","butterflies_2","Sk9eTyppm",1,1,169,586
"1841","butterflies_2","H1ise026Q",2,2,264,796
"1842","butterflies_2","BkrUEAn6m",2,2,230,610
"1843","butterflies_2","BJbz_R2pQ",1,1,96,573
"1844","butterflies_2","Sybve1pam",4,4,248,600
"1845","butterflies_2","rJz7bR3pm",3,3,347,705
"1846","butterflies_2","B1fKAJa6X",3,6,366,1396
"1847","butterflies_2","HypmClpa7",2,2,201,623
"1848","butterflies_2","Bki6oC2aQ",2,3,249,879
"1849","butterflies_2","SkdE1k6p7",5,5,351,786
"1850","butterflies_2","HyCf-02T7",1,1,175,559
"1851","butterflies_2","rylrAG6aX",2,2,347,1037
"1852","butterflies_2","HkFHm1TpQ",1,1,169,645
"1853","helper_2","rkk7503TX",0,1,19,509
"1854","helper_2","SkwpS1a67",0,0,21,437
"1855","helper_2","rJ9lZAnaX",0,0,7,635
"1856","helper_2","SJEBulapX",0,0,12,222
"1857","helper_2","Ski6bAhTm",0,0,13,955
"1858","helper_2","ry4hg0ham",0,1,19,448
"1859","helper_2","ryqW9-TT7",0,0,9,908
"1860","helper_2","Sk9eTyppm",0,0,20,783
"1861","helper_2","H1ise026Q",0,0,4,635
"1862","helper_2","H16ViA2pQ",0,0,5,254
"1863","helper_2","BkrUEAn6m",0,0,17,425
"1864","helper_2","BJbz_R2pQ",0,0,11,372
"1865","helper_2","Sybve1pam",0,0,7,339
"1866","helper_2","rJz7bR3pm",0,0,22,445
"1867","helper_2","B1fKAJa6X",0,0,28,344
"1868","helper_2","HypmClpa7",0,0,10,539
"1869","helper_2","Bki6oC2aQ",0,3,18,967
"1870","helper_2","SkdE1k6p7",0,1,19,860
"1871","helper_2","HyCf-02T7",0,0,17,584
"1872","helper_2","rylrAG6aX",0,0,8,477
"1873","helper_2","HkFHm1TpQ",0,0,22,327
"1874","survivezombies","rkk7503TX",0,11,66,570
"1875","survivezombies","SkwpS1a67",1,5,277,850
"1876","survivezombies","rJ9lZAnaX",0,6,66,393
"1877","survivezombies","SJEBulapX",8,8,505,505
"1878","survivezombies","Ski6bAhTm",1,43,145,1338
"1879","survivezombies","ry4hg0ham",2,6,231,503
"1880","survivezombies","ryqW9-TT7",0,11,33,320
"1881","survivezombies","Sk9eTyppm",2,14,208,851
"1882","survivezombies","H1ise026Q",1,4,75,362
"1883","survivezombies","BkrUEAn6m",3,33,238,1269
"1884","survivezombies","BJbz_R2pQ",0,15,64,652
"1885","survivezombies","Sybve1pam",0,5,56,324
"1886","survivezombies","rJvMmJa6m",1,1,0,0
"1887","survivezombies","rJz7bR3pm",0,8,83,707
"1888","survivezombies","B1fKAJa6X",2,12,214,1180
"1889","survivezombies","HypmClpa7",1,11,163,813
"1890","survivezombies","Bki6oC2aQ",3,7,95,261
"1891","survivezombies","SkdE1k6p7",2,8,113,305
"1892","survivezombies","HyCf-02T7",2,10,145,924
"1893","survivezombies","rylrAG6aX",5,12,374,864
"1894","survivezombies","HkFHm1TpQ",3,14,326,1363
"1895","surprise_1","rkk7503TX",0,1,119,678
"1896","surprise_1","SkwpS1a67",0,0,28,1170
"1897","surprise_1","rJ9lZAnaX",0,0,60,307
"1898","surprise_1","SJEBulapX",0,0,123,497
"1899","surprise_1","Ski6bAhTm",0,0,24,569
"1900","surprise_1","ry4hg0ham",0,1,79,865
"1901","surprise_1","ryqW9-TT7",0,0,27,206
"1902","surprise_1","Sk9eTyppm",0,0,217,739
"1903","surprise_1","H1ise026Q",0,0,14,307
"1904","surprise_1","BkrUEAn6m",0,0,30,517
"1905","surprise_1","BJbz_R2pQ",0,0,55,336
"1906","surprise_1","Sybve1pam",0,0,21,209
"1907","surprise_1","rJz7bR3pm",0,0,39,721
"1908","surprise_1","B1fKAJa6X",0,1,34,625
"1909","surprise_1","HypmClpa7",0,0,57,575
"1910","surprise_1","Bki6oC2aQ",0,0,36,889
"1911","surprise_1","SkdE1k6p7",0,0,88,600
"1912","surprise_1","HyCf-02T7",0,1,20,886
"1913","surprise_1","rylrAG6aX",0,0,23,389
"1914","surprise_1","HkFHm1TpQ",0,0,21,440
