deployment,exp_id,val_id,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,previous_experience,received_from_id,chain,generation,game_order,game_scores,passed_count,dead_end
COGSCI21-LIVINGDOC-ITER-FR-1,B1mW3xDxd,B1lXW3lvx_,,,,,,,,,,,S1KYZxDxu,HyK4f4UeO,2,null,,,incomplete
COGSCI21-LIVINGDOC-ITER-FR-1,rJgZAbwlO,HyggbRWwxu,yes,28.0,female,graduated_high_school,English,2,no,$8.00,,no,S1KYZxDxu,HyK4f4UeO,2,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('375'), Decimal('50'), Decimal('168'), Decimal('0'), Decimal('0'), Decimal('22'), Decimal('301'), Decimal('45'), Decimal('33'), Decimal('40')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,yes,25.0,male,higher_degree,1,1,No,$5.00,Two lives is on the low end. It discourages risk taking and rule testing.,None,rJgZAbwlO,HyK4f4UeO,3,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('390'), Decimal('50'), Decimal('215'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('45'), Decimal('22'), Decimal('40')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rJQvaGwe_,rkeQDaGwld,,,,,,,,,,,rJgZAbwlO,HyK4f4UeO,3,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,SyRGIMPgd,BkgRGUGPeu,,,,,,,,,,,rJgZAbwlO,HyK4f4UeO,3,null,,,incomplete
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,yes,20.0,female,graduated_high_school,English,2,No.,$8.00,No.,No.,Hyc6gQDxu,HyK4f4UeO,4,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('381'), Decimal('50'), Decimal('202'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('257'), Decimal('30'), Decimal('33'), Decimal('30')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,HJDE94DlO,HygDVqVPl_,,,,,,,,,,,Bk-k-EPlO,HyK4f4UeO,5,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,yes,31.0,female,higher_degree,english,2,no,$6.00,,no,Bk-k-EPlO,HyK4f4UeO,5,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('342'), Decimal('10'), Decimal('99'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,Bk9vFvPlO,rygqPKvPgd,,,,,,,,,,,rJBirSPlO,HyK4f4UeO,6,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,yes,19.0,female,graduated_high_school,English,2,,-$1.00,,,rJBirSPlO,HyK4f4UeO,6,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('392'), Decimal('50'), Decimal('221'), Decimal('60'), Decimal('0'), Decimal('0'), Decimal('170'), Decimal('30'), Decimal('35'), Decimal('20')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rkCNiuvlO,BJg0NiODlu,yes,22.0,female,some_college,English,2,"No, they all worked as I assume is intended, though of course given the format they're a little bit static and stiff feeling.",$12.00,"It was fun in general! I think it's a very cool method of learning based on prior player's experiences, it reminds me a bit of Dark Souls.","Not these in particular, the one reminded me a bit of space invaders and some of them resembled Pokemon Gym puzzles, but not precisely these.",SJWjivvxd,HyK4f4UeO,7,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""avoid_george_v1"", ""lemmings_var2_v1"", ""sokoban_v1"", ""watergame_v1"", ""zelda_v1"", ""push_boulders_v1""]","[Decimal('394'), Decimal('50'), Decimal('173'), Decimal('360'), Decimal('0'), Decimal('114'), Decimal('304'), Decimal('30'), Decimal('50'), Decimal('40')]",0.0,
COGSCI21-LIVINGDOC-ITER-FR-1,HJr1AYwld,HJlSyRYvgu,,,,,,,,,,,rkCNiuvlO,HyK4f4UeO,8,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,r1cnvyIxO,Hylq3D1Ixd,yes,35.0,male,graduated_college,English,2,no,$12.00,Cool games. Nice job designing them!,No,,r1cnvyIxO,0,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('358'), Decimal('50'), Decimal('154'), Decimal('294'), Decimal('30'), Decimal('30'), Decimal('33'), Decimal('0'), Decimal('-82'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rkBGffIld,BJeBfzM8l_,yes,25.0,female,graduated_college,English,2,no,$7.00,It was fun!,No,r1cnvyIxO,r1cnvyIxO,1,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('375'), Decimal('20'), Decimal('116'), Decimal('122'), Decimal('30'), Decimal('15'), Decimal('22'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rkJinWIxd,B1g1jnZLxu,,,,,,,,,,,r1cnvyIxO,r1cnvyIxO,1,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,ryghuxIeu,Sygeh_lLeu,,,,,,,,,,,r1cnvyIxO,r1cnvyIxO,1,null,,,invalid completion code
COGSCI21-LIVINGDOC-ITER-FR-1,SyLshMIlu,HylUi2zIld,yes,26.0,male,graduated_college,English,2,No.,-$1.00,Very fun and interesting! A major step-up from the usual Prolific assignments.,No,rkBGffIld,r1cnvyIxO,2,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('386'), Decimal('50'), Decimal('202'), Decimal('285'), Decimal('40'), Decimal('45'), Decimal('33'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rJ2DcQ8lu,SJg2w9mLlu,yes,56.0,female,graduated_college,English,0,,$2.00,,no,SyLshMIlu,r1cnvyIxO,3,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('322'), Decimal('40'), Decimal('10'), Decimal('0'), Decimal('20'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('-48'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,BJ_SXeveO,rkedHQlPxu,,,,,,,,,,,rJ2DcQ8lu,r1cnvyIxO,4,null,,,incomplete
COGSCI21-LIVINGDOC-ITER-FR-1,rydGsGwed,HkgOGsMvg_,yes,40.0,male,graduated_high_school,English,2,None.,$6.00,,0,rJ2DcQ8lu,r1cnvyIxO,4,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('370'), Decimal('50'), Decimal('120'), Decimal('294'), Decimal('40'), Decimal('30'), Decimal('22'), Decimal('2'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ByW4Ywwgd,HylWVtDvg_,,,,,,,,,,,rydGsGwed,r1cnvyIxO,5,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,H1LViDweu,H1xLEoDPgu,yes,29.0,male,graduated_college,English,2,No,$8.00,IT was a lot of fun,NO never played them before,rydGsGwed,r1cnvyIxO,5,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('379'), Decimal('50'), Decimal('212'), Decimal('273'), Decimal('30'), Decimal('30'), Decimal('22'), Decimal('12'), Decimal('-182'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,r1C-bVPe_,B1xC--EDgd,,,,,,,,,,,rydGsGwed,r1cnvyIxO,5,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,SJbNsdPlO,SygZVidPl_,yes,20.0,male,some_college,English,2,"No, I thought a level was impossible but I am just an idiot, lol",$7.50,Was different! Thanks! Best of luck with your findings! :),No,H1LViDweu,r1cnvyIxO,6,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('389'), Decimal('50'), Decimal('193'), Decimal('270'), Decimal('40'), Decimal('15'), Decimal('22'), Decimal('42'), Decimal('-46'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,Hk4nfrOe_,BJxNnGB_lu,yes,46.0,male,higher_degree,English,1,No,$7.00,,No,SJbNsdPlO,r1cnvyIxO,7,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""sokoban_v1"", ""push_boulders_v1"", ""watergame_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""plaqueattack_v1"", ""avoid_george_v1""]","[Decimal('359'), Decimal('50'), Decimal('133'), Decimal('154'), Decimal('30'), Decimal('45'), Decimal('0'), Decimal('46'), Decimal('0'), Decimal('0')]",0.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rJRAEgIeO,BkgRAEx8ld,yes,38.0,male,graduated_college,Tamil,2,No glitches,$10.00,"Its fun to play, but most of the games I am not able to win. It was bit tough to understand it.","No, I played similar in my childhood like capture all the blocks by snake but not this kind",,rJRAEgIeO,0,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('319'), Decimal('10'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,BkqLWZLgd,Skl9LZWIgu,yes,23.0,female,graduated_college,English,2,,-$1.00,,No,rJRAEgIeO,rJRAEgIeO,1,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('382'), Decimal('20'), Decimal('51'), Decimal('0'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('10'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,r18BrX8xd,rJeIHS7Il_,yes,58.0,female,higher_degree,English,2,No,$8.00,None,No,BkqLWZLgd,rJRAEgIeO,2,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('307'), Decimal('40'), Decimal('0'), Decimal('0'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,r1Vg6bLx_,Skx4l6WIgO,,,,,,,,,,,BkqLWZLgd,rJRAEgIeO,2,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,rkwQoOwe_,HJxD7i_PeO,yes,24.0,female,graduated_college,English,2,"Not that I know of since I didn't know how some of the games worked, hahah!",$10.00,,I have not - this was super fun!,r18BrX8xd,rJRAEgIeO,3,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('386'), Decimal('10'), Decimal('0'), Decimal('0'), Decimal('11'), Decimal('301'), Decimal('0'), Decimal('40'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ryiVwxPg_,S1eiNvewlu,,,,,,,,,,,r18BrX8xd,rJRAEgIeO,3,null,,,incomplete
COGSCI21-LIVINGDOC-ITER-FR-1,SJQoZgDgO,S1l7iWgvxO,,,,,,,,,,,r18BrX8xd,rJRAEgIeO,3,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,r14S4Kvxu,BJeVHEKPgu,yes,19.0,female,graduated_high_school,english,2,,$8.00,,no,rkwQoOwe_,rJRAEgIeO,4,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('377'), Decimal('30'), Decimal('0'), Decimal('-140'), Decimal('22'), Decimal('236'), Decimal('0'), Decimal('20'), Decimal('7'), Decimal('30')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,SJY-aqDgu,HJgtZTqDl_,yes,63.0,female,some_college,English,2,none,$7.01,none,no,r14S4Kvxu,rJRAEgIeO,5,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('309'), Decimal('20'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('20'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rJCdQBdlu,HkxCOXH_xu,yes,25.0,male,graduated_college,English,1,no problem,$9.00,it was unique and enjoyable .,no,SJY-aqDgu,rJRAEgIeO,6,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('261'), Decimal('10'), Decimal('0'), Decimal('0'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,SyhUMruxu,ryg2LMSued,,,,,,,,,,,SJY-aqDgu,rJRAEgIeO,6,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,r1S52HOlu,Hyxrc2H_xO,yes,20.0,female,some_college,English,2,Nope,$5.00,,No,rJCdQBdlu,rJRAEgIeO,7,"[""explore_exploit_v1"", ""preconditions_v1"", ""relational_v1"", ""plaqueattack_v1"", ""zelda_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""push_boulders_v1"", ""lemmings_var2_v1"", ""watergame_v1""]","[Decimal('357'), Decimal('10'), Decimal('129'), Decimal('0'), Decimal('22'), Decimal('261'), Decimal('0'), Decimal('40'), Decimal('2'), Decimal('30')]",0.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rkfkBeLlO,ryefySlLl_,yes,18.0,female,graduated_high_school,English,2,,$6.00,,No,,rkfkBeLlO,0,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('385'), Decimal('20'), Decimal('0'), Decimal('0'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('92')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,H1oDvPwxu,r1eiPvPPxu,yes,32.0,male,higher_degree,English,1,No,$15.00,,No,rkfkBeLlO,rkfkBeLlO,1,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('384'), Decimal('50'), Decimal('246'), Decimal('0'), Decimal('55'), Decimal('105'), Decimal('40'), Decimal('30'), Decimal('345'), Decimal('176')]",1.0,extra
COGSCI21-LIVINGDOC-ITER-FR-1,Hkpr-WUld,Skl6BWZUgO,yes,19.0,other,graduated_high_school,English,2,On game 8 (level 3 I believe) one of the puzzles was not possible unless I am missing a mechanic which could be the case.,$10.00,"Very fun study and likely my favourite one ever, took over a half hour for me but I was typing pretty detailed responses and had to leave for about 3 minutes at one point.",None,rkfkBeLlO,rkfkBeLlO,1,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('364'), Decimal('50'), Decimal('284'), Decimal('0'), Decimal('44'), Decimal('67'), Decimal('40'), Decimal('15'), Decimal('298'), Decimal('181')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,SkULMMUxd,rJx8IzG8l_,yes,19.0,female,graduated_high_school,tamil,2,There was no problem,$7.00,Loved the experiment,No I haven't,Hkpr-WUld,rkfkBeLlO,2,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('365'), Decimal('50'), Decimal('0'), Decimal('0'), Decimal('33'), Decimal('0'), Decimal('20'), Decimal('0'), Decimal('335'), Decimal('177')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,SyD9KXIe_,SJgvcFmLgd,yes,24.0,female,some_college,English,2,No,$7.00,"It would be nice to know in advance roughly how many games would need to be played.  Study ended up paying a bit below minimum wage (which is how I choose which studies to participate in).  
I can understand you might have reasons to not want this, but perhaps a progress bar at the top to give an estimate of how far along you are for the sake of time management, as the study took a little longer than the estimate lead me to believe it was.
Overall, the study was enjoyable and unique compared to other studies I've completed, and I don't really have any complaints beyond those suggestions.",Not to my knowledge,SkULMMUxd,rkfkBeLlO,3,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('382'), Decimal('50'), Decimal('288'), Decimal('0'), Decimal('33'), Decimal('46'), Decimal('40'), Decimal('30'), Decimal('245'), Decimal('206')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ByUBGgDe_,B1eUHGgPlO,,,,,,,,,,,SyD9KXIe_,rkfkBeLlO,4,null,,,incomplete
COGSCI21-LIVINGDOC-ITER-FR-1,r1OPpGve_,rJgdPafDgd,yes,32.0,female,higher_degree,english,1,image would sometimes disappear before clicking start,$6.25,A little long for the pay,"not this one, but others",SyD9KXIe_,rkfkBeLlO,4,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('388'), Decimal('50'), Decimal('267'), Decimal('0'), Decimal('33'), Decimal('90'), Decimal('30'), Decimal('45'), Decimal('292'), Decimal('208')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,HyZ4X4veu,HJlbEXVvxO,yes,30.0,female,higher_degree,english,2,no,$9.00,,no,r1OPpGve_,rkfkBeLlO,5,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('338'), Decimal('40'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('10'), Decimal('0'), Decimal('0'), Decimal('36')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,Hy5W3NDeu,rJe9b2EPgO,,,,,,,,,,,HyZ4X4veu,rkfkBeLlO,6,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,r1dxl_Px_,rkx_xlOvl_,yes,21.0,female,some_college,English,2,None.,$6.00,,I have never played any of these games.,HyZ4X4veu,rkfkBeLlO,6,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('384'), Decimal('50'), Decimal('0'), Decimal('0'), Decimal('22'), Decimal('167'), Decimal('40'), Decimal('15'), Decimal('346'), Decimal('182')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ByZ6adveu,H1eZap_DgO,yes,32.0,male,higher_degree,English,1,,$8.30,,"Yes, a couple of them when I was a kid.",r1dxl_Px_,rkfkBeLlO,7,"[""explore_exploit_v1"", ""preconditions_v1"", ""sokoban_v1"", ""avoid_george_v1"", ""zelda_v1"", ""lemmings_var2_v1"", ""push_boulders_v1"", ""watergame_v1"", ""plaqueattack_v1"", ""relational_v1""]","[Decimal('335'), Decimal('50'), Decimal('260'), Decimal('0'), Decimal('22'), Decimal('0'), Decimal('40'), Decimal('0'), Decimal('146'), Decimal('204')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,rkjwFtPxd,BJgoDFtvl_,,,,,,,,,,,ByZ6adveu,rkfkBeLlO,8,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,rkQAqkUg_,BylQ0qJUeO,,,,,,,,,,,,rkQAqkUg_,0,null,,,invalid completion code
COGSCI21-LIVINGDOC-ITER-FR-1,SkLyCEDl_,rJeUyRNDeu,,,,,,,,,,,,SkLyCEDl_,0,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,SkYsFy8gu,B1eKjFyIlO,yes,18.0,male,some_high_school,English,1,I felt as if some of the games were a bit unfair due to there being no rhyme or reason as to which blocks kill you and which don't.,$5.00,N?A,No,,SkYsFy8gu,0,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('359'), Decimal('10'), Decimal('22'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('183'), Decimal('0'), Decimal('0'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,BknJWeUgd,Hye2kZeUg_,,,,,,,,,,,SkYsFy8gu,SkYsFy8gu,1,null,,,returned
COGSCI21-LIVINGDOC-ITER-FR-1,SJrsceIlu,B1gHiclLxO,yes,28.0,male,graduated_high_school,English,1,none,-$1.00,,none,SkYsFy8gu,SkYsFy8gu,1,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('331'), Decimal('40'), Decimal('22'), Decimal('45'), Decimal('34'), Decimal('0'), Decimal('160'), Decimal('0'), Decimal('0'), Decimal('246')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ryfi2zLld,rJxfohGIlO,yes,34.0,male,graduated_high_school,English,2,No problems or glitches.,$8.00,"This was a very interesting experiment, and I enjoyed participating.  I hope this furthers your research, and I'm hoping future participants perform well with help from my instructions when I was able to leave them.",Never.,SJrsceIlu,SkYsFy8gu,2,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('379'), Decimal('20'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('62'), Decimal('20'), Decimal('35'), Decimal('240')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,HygiJ4Llu,Hkggok4Lld,yes,19.0,male,some_college,English,1,,$5.00,,NO,ryfi2zLld,SkYsFy8gu,3,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('392'), Decimal('40'), Decimal('22'), Decimal('15'), Decimal('0'), Decimal('0'), Decimal('62'), Decimal('40'), Decimal('315'), Decimal('304')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,ryl3Qgwl_,rkgxhmxwgd,yes,19.0,female,some_college,English,2,none,$5.25,,None,HygiJ4Llu,SkYsFy8gu,4,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('341'), Decimal('30'), Decimal('11'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('135'), Decimal('20'), Decimal('170'), Decimal('0')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,Hk1WAzwgd,S1lkZ0GPg_,yes,24.0,male,graduated_college,English,2,No,$7.00,,No,ryl3Qgwl_,SkYsFy8gu,5,"[""explore_exploit_v1"", ""preconditions_v1"", ""zelda_v1"", ""watergame_v1"", ""lemmings_var2_v1"", ""avoid_george_v1"", ""relational_v1"", ""push_boulders_v1"", ""plaqueattack_v1"", ""sokoban_v1""]","[Decimal('385'), Decimal('30'), Decimal('44'), Decimal('30'), Decimal('47'), Decimal('0'), Decimal('150'), Decimal('40'), Decimal('335'), Decimal('295')]",1.0,
COGSCI21-LIVINGDOC-ITER-FR-1,S13SNbwed,HJxnS4-wl_,,,,,,,,,,,ryl3Qgwl_,SkYsFy8gu,5,null,,,returned
